Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,run_time,check_CE
FairGamble,MDCE,DBCE,DBCE,0,120,0.465525385,0,0.496682687,0.035172139,FALSE,170.5209699,0.166861527
FairGamble,MDCE,DBCE,DBCE,0,121,0.525613703,0,0.572518932,0.050953064,FALSE,173.9032402,0.123331092
FairGamble,MDCE,DBCE,DBCE,0,122,0.554327519,0,0.612553425,0.057082486,FALSE,174.9195242,0.098150888
FairGamble,MDCE,DBCE,DBCE,0,123,0.540731722,0,0.70383483,0.055206584,FALSE,178.2386842,0.06516739
FairGamble,MDCE,DBCE,DBCE,0,124,0.461791019,0,0.502304557,0.039349514,FALSE,178.8749843,0.039356552
FairGamble,MDCE,DBCE,DBCE,0,125,0.493078059,0,0.479023171,0.044436132,FALSE,180.0598524,0.044348867
FairGamble,MDCE,DBCE,DBCE,0,126,0.46052949,0,0.921562072,0.051265248,FALSE,183.7583635,0.050846715
FairGamble,MDCE,DBCE,DBCE,0,127,0.492444081,0,0.472610969,0.043698359,FALSE,185.2408419,0.043675342
FairGamble,MDCE,DBCE,DBCE,0,128,0.512852284,0,0.515927938,0.0476688,FALSE,186.9282115,0.047646769
FairGamble,MDCE,DBCE,DBCE,0,129,0.440146419,0,0.233274675,0.033003782,FALSE,192.0987077,0.033000573
FairGamble,MDCE,DBCE,DBCE,0,130,0.336383768,0,0.134464744,0.012276782,FALSE,193.1138179,0.097175941
FairGamble,MDCE,DBCE,DBCE,0,131,0.296207193,0,0.051564637,0.004040951,FALSE,194.4452598,0.096143086
FairGamble,MDCE,DBCE,DBCE,0,132,0.284332365,0,0.035229376,0.002275637,FALSE,196.5476663,0.176063293
FairGamble,MDCE,DBCE,DBCE,0,133,0.277338491,0,0.014536639,0.000921918,FALSE,198.3578286,0.039064548
FairGamble,MDCE,DBCE,DBCE,0,134,0.283087251,0,0.019562139,0.00133509,FALSE,199.2414677,0.102386417
FairGamble,MDCE,DBCE,DBCE,0,135,0.29998468,0,0.070094534,0.003253869,FALSE,202.2486093,0.031050015
FairGamble,MDCE,DBCE,DBCE,0,136,0.281422927,0,0.027589678,0.001705317,FALSE,203.8124552,0.095536944
FairGamble,MDCE,DBCE,DBCE,0,137,0.286335824,0,0.026128555,0.004204815,FALSE,207.3339918,0.011582738
FairGamble,MDCE,DBCE,DBCE,0,138,0.279114139,0,0.022223963,0.001326981,FALSE,208.6674287,0.016798247
FairGamble,MDCE,DBCE,DBCE,0,139,0.181334247,0,8.422421485,4.818951751,FALSE,210.0028596,4.892069036
FairGamble,MDCE,DBCE,DBCE,0,140,0.281980938,0,0.0316323,0.002550943,FALSE,211.7217994,0.028438412
FairGamble,MDCE,DBCE,DBCE,0,141,0.272994521,0,0.011429324,0.000831552,FALSE,213.0732141,0.113097263
FairGamble,MDCE,DBCE,DBCE,0,142,0.272678051,0,0.019779309,0.001249264,FALSE,214.3034348,0.143551572
FairGamble,MDCE,DBCE,DBCE,0,143,0.271384697,0,0.018081109,0.001050246,FALSE,215.8807762,0.053296255
FairGamble,MDCE,DBCE,DBCE,0,144,0.27793977,0,0.034501838,0.002716034,FALSE,216.6407452,0.032571615
FairGamble,MDCE,DBCE,DBCE,0,145,0.268876772,0,0.01121736,0.000767396,FALSE,217.7183936,0.067481399
FairGamble,MDCE,DBCE,DBCE,0,146,0.264859917,0,0.007035486,0.000575183,FALSE,219.115685,0.008280909
FairGamble,MDCE,DBCE,DBCE,0,147,0.264959031,0,0.009540297,0.00062136,FALSE,220.4352171,0.032507922
FairGamble,MDCE,DBCE,DBCE,0,148,0.261935796,0,0.00261699,0.000177617,FALSE,223.0801921,0.039335945
FairGamble,MDCE,DBCE,DBCE,0,149,0.262462735,0,0.006814137,0.000472598,FALSE,225.6872833,0.033904057
FairGamble,MDCE,DBCE,DBCE,0,150,0.258777915,0,0.00257636,0.000176964,FALSE,227.8634958,0.031458353
FairGamble,MDCE,DBCE,DBCE,0,151,0.258689705,0,0.002594062,0.000177541,FALSE,229.1546786,0.055424857
FairGamble,MDCE,DBCE,DBCE,0,152,0.25616642,0,0.002566554,0.000177259,FALSE,231.3712823,0.013883025
FairGamble,MDCE,DBCE,DBCE,0,153,0.256066066,0,0.004412182,0.000301773,FALSE,233.6352575,0.019025877
FairGamble,MDCE,DBCE,DBCE,0,154,0.256658773,0,0.008182876,0.000559553,FALSE,234.8724911,0.021459496
FairGamble,MDCE,DBCE,DBCE,0,155,0.255403076,0,0.006300643,0.000431944,FALSE,239.2864294,0.033557643
FairGamble,MDCE,DBCE,DBCE,0,156,0.251271589,0,0.001332285,0.000106865,FALSE,239.955641,0.01816791
FairGamble,MDCE,DBCE,DBCE,0,157,0.250874762,0,0.002564496,0.000176105,FALSE,240.5620201,0.462651776
FairGamble,MDCE,DBCE,DBCE,0,158,0.275972116,0,0.051014349,0.004432098,FALSE,241.9597619,0.028198072
FairGamble,MDCE,DBCE,DBCE,0,159,0.290321558,0,0.027978359,0.012381038,FALSE,245.5352328,0.033559824
FairGamble,MDCE,DBCE,DBCE,0,160,0.264251121,0,0.030983159,0.001687008,FALSE,247.0611551,0.002307455
FairGamble,MDCE,DBCE,DBCE,0,161,0.254257928,0,0.003284533,0.000211478,FALSE,248.0946863,0.001813645
FairGamble,MDCE,DBCE,DBCE,0,162,0.258184993,0,0.01514723,0.000954738,FALSE,249.891412,0.028832925
FairGamble,MDCE,DBCE,DBCE,0,163,0.279061429,0,0.002983782,0.000188696,FALSE,251.2927165,0.023052294
FairGamble,MDCE,DBCE,DBCE,0,164,0.283910167,0,0.065916151,0.003955699,FALSE,254.4363427,0.036921961
FairGamble,MDCE,DBCE,DBCE,0,165,0.304414472,0,0.002752734,0.000185072,FALSE,256.321331,0.036250429
FairGamble,MDCE,DBCE,DBCE,0,166,0.290792072,0,0.002849787,0.00018214,FALSE,258.2382081,0.029342556
